x, y
403.09427543293043, 0.7922407333940807
411.9266332094738, 0.8570073522883325
421.6402251454937, 0.92070743676158
432.7103572340178, 0.9608339392037362
443.60225827784427, 0.9788530124698062
456.59826035012827, 0.9421259225076635
469.07443347896117, 0.9276840434956074
479.9118556976018, 0.9145530316765562
487.2787504820201, 0.8441428569072825
496.1259724492052, 0.7929962278220835
508.23572761388056, 0.8029056089351223
508.23572761388056, 0.8029056089351223
514.4045407839712, 0.7780431871540255
524.8805577865862, 0.7121656665067693
535.5595910885522, 0.6692398041276022
551.4320403199004, 0.6515539545205334
571.2156862813355, 0.6533536434805406
578.9885092322028, 0.629024567021446
587.8802889605622, 0.5411730316401044
596.2373059333271, 0.45867603958378356
607.2629150714278, 0.39675361662754277
624.0611910341778, 0.3856221029854991
637.9632125205917, 0.3713580057474438
657.9795335411593, 0.3713580057474438
680.6198193443865, 0.3730020965994502
702.9234851862414, 0.36726964983742794
728.0936771231491, 0.34722873850535013
754.6550459097238, 0.3155232806552269
777.1368731747745, 0.28657265918711405
794.7570309666867, 0.2691312985750467
