x, y
401.32188604996577, 0.3686915915834333
430.7052579811696, 0.2696421477850486
467.2277579535386, 0.20880828669281176
507.54758868974335, 0.20818620670680946
542.5601027195638, 0.2609992665330149
567.7896817975367, 0.3428960498233334
587.7862303115833, 0.46511961344180863
601.3565053417533, 0.5876760882732852
617.2685692076456, 0.7281407180408317
637.4681340210429, 0.8854691519894431
658.3904396449896, 1.014735717116946
679.2484846227424, 1.0771693017291888
697.5270529575082, 1.053084558042095
715.7758929109907, 0.9608339392037362
728.0986202497793, 0.855852083203328
739.198445908836, 0.7512700018599212
753.7886063193871, 0.612893917379383
764.7498155682903, 0.5028684018239554
779.9044671157195, 0.396353685747541
794.7867593479702, 0.31658965885323065
