x, y
403.4309302050536, 0.17363655291867522
419.17962721689, 0.1725479910546707
430.91318259639985, 0.18212383606270766
446.11730022088295, 0.16366046458463612
459.5242083969971, 0.2209839948668591
481.83281736548236, 0.4396793227837094
494.0911448150735, 0.6096279193413704
510.97853630017244, 0.8445873113422843
524.6478827274536, 1.0130471027099395
534.7426523860203, 1.07745815805619
543.4264726883986, 1.0663268006371467
553.9767758334716, 0.9669883442887602
562.0665158606919, 0.8454315404342876
568.1956447747366, 0.7373169446148671
575.3743874504457, 0.6139160844683873
591.9301021008027, 0.42899241979966807
604.8617390946403, 0.34249611894333154
632.9628570157979, 0.2783740761470825
666.0841029482705, 0.24875700736096715
704.9483569456107, 0.2362701029709185
739.421234714708, 0.2215617075208617
776.0674869065888, 0.20254280705478772
793.2667827199084, 0.1928997861567498
