x, y
43.96078431372549, 0.009569377990430622
46.19607843137255, 0.2583732057416268
49.92156862745098, 0.7655502392344498
52.15686274509804, 1.0717703349282297
55.88235294117647, 1.5980861244019138
61.09803921568628, 2.172248803827751
65.56862745098039, 2.7177033492822966
70.7843137254902, 3.215311004784689
75.25490196078431, 3.712918660287081
86.43137254901961, 4.344497607655502
106.54901960784314, 4.7272727272727275
127.41176470588236, 4.937799043062201
141.5686274509804, 4.9952153110047846
152, 4.9952153110047846
163.1764705882353, 4.937799043062201
178.8235294117647, 4.765550239234449
187.01960784313727, 4.62200956937799
194.47058823529412, 4.4688995215311005
202.66666666666669, 4.277511961722488
210.11764705882354, 4.0669856459330145
218.31372549019608, 3.789473684210526
225.76470588235296, 3.5502392344497604
232.47058823529412, 3.291866028708134
242.90196078431373, 2.880382775119617
246.62745098039215, 2.6698564593301435
253.33333333333334, 2.3157894736842106
257.80392156862746, 1.9904306220095693
262.27450980392155, 1.6650717703349283
266, 1.215311004784689
269.72549019607845, 0.8516746411483254
274.19607843137254, 0.3157894736842105
276.4313725490196, 0.009569377990430622
