x, y
158.7058823529412, 0
162.4313725490196, 0.21052631578947367
168.3921568627451, 0.5358851674641149
175.84313725490196, 0.9090909090909091
183.29411764705884, 1.3205741626794258
189.2549019607843, 1.6555023923444976
196.7058823529412, 2.0382775119617222
205.64705882352942, 2.488038277511962
213.09803921568627, 2.8421052631578947
220.54901960784315, 3.177033492822966
230.23529411764707, 3.511961722488038
239.921568627451, 3.818181818181818
249.60784313725492, 4.057416267942584
260.03921568627453, 4.287081339712919
280.15686274509807, 4.62200956937799
300.2745098039216, 4.8708133971291865
320.3921568627451, 4.9952153110047846
330.078431372549, 5.0143540669856455
339.7647058823529, 4.9952153110047846
350.19607843137254, 4.918660287081339
359.88235294117646, 4.813397129186603
369.5686274509804, 4.669856459330143
378.5098039215686, 4.4688995215311005
389.6862745098039, 4.229665071770334
397.88235294117646, 3.9617224880382773
406.078431372549, 3.7033492822966507
413.5294117647059, 3.4258373205741623
420.98039215686276, 3.1004784688995213
427.6862745098039, 2.8229665071770333
434.3921568627451, 2.4976076555023923
442.5882352941177, 2.076555023923445
448.54901960784315, 1.7129186602870812
454.5098039215686, 1.3301435406698565
461.21568627450984, 0.985645933014354
468.6666666666667, 0.5263157894736842
474.62745098039215, 0.14354066985645933
476.8627450980392, 0
